# The kernel record, read by `rudb-bench kernels --check`.
#
# One block per machine. Written by `rudb-bench kernels --record`, which runs `cargo xtask kernels
# --json` in a rudb checkout and stores what it said. The numbers are nanoseconds per row and every
# machine has its own, so a block is only ever compared against a later block from the same machine.
#
# A cell line is the table, the case, the detail, the form pair or stage, the null percentage, the
# rows the time was divided by, nanoseconds per row, the interquartile range as a percentage of the
# median, and whether a specialized loop ran or the row at a time path did. Separated by pipes
# because a case name has spaces in it and a column layout that breaks on the first one is a file
# format that works until somebody adds a case.
#
# This is also the committed form of the compaction surface, which sub-milestone 2b asks for by
# name: the rows whose table is `compaction` are it.
#
# Rule ten applies here as everywhere. Nothing in this file times a query, so nothing in it is a
# result on its own.

[kernels]
machine   gamingpc-wsl
rudb      0.2.2 6e78afa
recorded  2026-09-11
cell      comparison | Bool | BOOLEAN | flat/flat | 0 | 1024 | 0.0544 | 0.8 | kernel
cell      sizes | select then one pass | 4096 | flat | 0 | 2051 | 5.6754 | 20.6 | kernel
cell      sizes | compact then one pass | 4096 | flat | 0 | 2051 | 11.0024 | 19.4 | kernel
cell      expressions | chain depth 2 | BIGINT | tree | 0 | 1024 | 3.2636 | 10.8 | kernel
cell      expressions | chain depth 2 | BIGINT | prepared | 0 | 1024 | 3.4947 | 9.1 | kernel
cell      expressions | chain depth 2 | BIGINT | tree | 0 | 64 | 22.8224 | 27.1 | kernel
cell      expressions | chain depth 2 | BIGINT | prepared | 0 | 64 | 19.7300 | 3.7 | kernel
cell      expressions | chain depth 4 | BIGINT | tree | 0 | 1024 | 5.6389 | 1.2 | kernel
cell      expressions | chain depth 4 | BIGINT | prepared | 0 | 1024 | 6.1591 | 12.2 | kernel
cell      expressions | chain depth 4 | BIGINT | tree | 0 | 64 | 32.8521 | 12.8 | kernel
cell      expressions | chain depth 4 | BIGINT | prepared | 0 | 64 | 33.9797 | 14.1 | kernel
cell      expressions | chain depth 8 | BIGINT | tree | 0 | 1024 | 13.8011 | 11.1 | kernel
cell      expressions | chain depth 8 | BIGINT | prepared | 0 | 1024 | 12.0662 | 12.5 | kernel
cell      expressions | chain depth 8 | BIGINT | tree | 0 | 64 | 65.4573 | 5.1 | kernel
cell      expressions | chain depth 8 | BIGINT | prepared | 0 | 64 | 61.3520 | 4.6 | kernel
cell      expressions | chain depth 2 | DOUBLE | tree | 0 | 1024 | 1.9702 | 18.7 | kernel
cell      expressions | chain depth 2 | DOUBLE | prepared | 0 | 1024 | 1.8600 | 3.6 | kernel
cell      expressions | chain depth 2 | DOUBLE | tree | 0 | 64 | 17.4301 | 1.1 | kernel
cell      expressions | chain depth 2 | DOUBLE | prepared | 0 | 64 | 15.6854 | 9.9 | kernel
cell      expressions | chain depth 4 | DOUBLE | tree | 0 | 1024 | 4.2417 | 12.6 | kernel
cell      expressions | chain depth 4 | DOUBLE | prepared | 0 | 1024 | 3.4582 | 11.6 | kernel
cell      expressions | chain depth 4 | DOUBLE | tree | 0 | 64 | 34.8882 | 2.2 | kernel
cell      expressions | chain depth 4 | DOUBLE | prepared | 0 | 64 | 33.4611 | 3.4 | kernel
cell      expressions | chain depth 8 | DOUBLE | tree | 0 | 1024 | 7.8370 | 8.8 | kernel
cell      expressions | chain depth 8 | DOUBLE | prepared | 0 | 1024 | 6.9987 | 3.2 | kernel
cell      expressions | chain depth 8 | DOUBLE | tree | 0 | 64 | 57.5957 | 8.1 | kernel
cell      expressions | chain depth 8 | DOUBLE | prepared | 0 | 64 | 55.1964 | 9.8 | kernel
cell      expressions | four conjunct filter | BIGINT | tree | 0 | 1024 | 7.5031 | 10.7 | kernel
cell      expressions | four conjunct filter | BIGINT | prepared | 0 | 1024 | 6.2180 | 3.8 | kernel
cell      expressions | four conjunct filter | BIGINT | tree | 0 | 64 | 38.2141 | 13.4 | kernel
cell      expressions | four conjunct filter | BIGINT | prepared | 0 | 64 | 37.5413 | 10.0 | kernel
cell      expressions | one column three times | BIGINT | tree | 0 | 1024 | 4.8593 | 33.1 | kernel
cell      expressions | one column three times | BIGINT | prepared | 0 | 1024 | 3.3320 | 1.8 | kernel
cell      expressions | one column three times | BIGINT | tree | 0 | 64 | 20.5523 | 23.9 | kernel
cell      expressions | one column three times | BIGINT | prepared | 0 | 64 | 13.2607 | 6.8 | kernel
cell      expressions | eight columns passed | BIGINT | tree | 0 | 1024 | 2.8420 | 7.5 | kernel
cell      expressions | eight columns passed | BIGINT | prepared | 0 | 1024 | 2.4811 | 1.7 | kernel
cell      expressions | eight columns passed | BIGINT | tree | 0 | 64 | 15.3494 | 0.8 | kernel
cell      expressions | eight columns passed | BIGINT | prepared | 0 | 64 | 12.4733 | 6.3 | kernel
